paper_id,day,title,authors_short,authors,relevance,include_decision,editing_cluster,method_family,modality,reading_priority,best_use,editing_intent,evidence_basis,signals,exclusion_reason,paper_page,pdf,arxiv,abstract
3492,2026-06-07,Mobile-VTON: High-Fidelity On-Device Virtual Try-On,"Zhenchen Wan, Ce Chen, Runqi Lin et al.",Zhenchen Wan; Ce Chen; Runqi Lin; Jiaxin Huang; Tianxi Chen; Yanwu Xu; Tongliang Liu; Mingming Gong,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,virtual try-on; try-on,编辑信号不足，保留为候选审计项,https://openaccess.thecvf.com/content/CVPR2026/html/Wan_Mobile-VTON_High-Fidelity_On-Device_Virtual_Try-On_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Wan_Mobile-VTON_High-Fidelity_On-Device_Virtual_Try-On_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.00947,
3494,2026-06-07,IP-Adapter Is All You Need: Towards Fine-Tuning-Free Diffusion-Based Talking Face Generation,"Hao Wu, Xiangyang Luo, Hao Wang et al.",Hao Wu; Xiangyang Luo; Hao Wang; Jiawei Zhang; Yi Zhang; Jinwei Wang,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,adapter,编辑信号不足，保留为候选审计项,https://openaccess.thecvf.com/content/CVPR2026/html/Wu_IP-Adapter_Is_All_You_Need_Towards_Fine-Tuning-Free_Diffusion-Based_Talking_Face_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Wu_IP-Adapter_Is_All_You_Need_Towards_Fine-Tuning-Free_Diffusion-Based_Talking_Face_CVPR_2026_paper.pdf,,
3498,2026-06-07,EfficientVPR: Toward Efficient Visual Place Recognition via Scene-Aware Prompt Tuning and Adaptive Feature Enhancement,"Wenjing Tang, Chuanguang Yang, Zhulin An et al.",Wenjing Tang; Chuanguang Yang; Zhulin An; Libo Huang; Boyu Diao; Yongjun Xu,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,prompt,编辑信号不足，保留为候选审计项,https://openaccess.thecvf.com/content/CVPR2026/html/Tang_EfficientVPR_Toward_Efficient_Visual_Place_Recognition_via_Scene-Aware_Prompt_Tuning_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Tang_EfficientVPR_Toward_Efficient_Visual_Place_Recognition_via_Scene-Aware_Prompt_Tuning_CVPR_2026_paper.pdf,,
3506,2026-06-07,EMMA: Concept Erasure Benchmark with Comprehensive Semantic Metrics and Diverse Categories,"Lu Wei, Yuta Nakashima, Noa Garcia",Lu Wei; Yuta Nakashima; Noa Garcia,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,concept erasure,编辑信号不足，保留为候选审计项,https://openaccess.thecvf.com/content/CVPR2026/html/Wei_EMMA_Concept_Erasure_Benchmark_with_Comprehensive_Semantic_Metrics_and_Diverse_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Wei_EMMA_Concept_Erasure_Benchmark_with_Comprehensive_Semantic_Metrics_and_Diverse_CVPR_2026_paper.pdf,https://arxiv.org/abs/2512.17320,
3528,2026-06-07,DreamShot: Personalized Storyboard Synthesis with Video Diffusion Prior,"Junjia Huang, Binbin Yang, Pengxiang Yan et al.",Junjia Huang; Binbin Yang; Pengxiang Yan; Jiyang Liu; Bin Xia; Zhao Wang; Yitong Wang; Liang Lin; Guanbin Li,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,personalized,编辑信号不足，保留为候选审计项,https://openaccess.thecvf.com/content/CVPR2026/html/Huang_DreamShot_Personalized_Storyboard_Synthesis_with_Video_Diffusion_Prior_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Huang_DreamShot_Personalized_Storyboard_Synthesis_with_Video_Diffusion_Prior_CVPR_2026_paper.pdf,https://arxiv.org/abs/2604.17195,
3530,2026-06-07,Compressed-Domain-Aware Online Video Super-Resolution,"Yuhang Wang, Hai Li, Shujuan Hou et al.",Yuhang Wang; Hai Li; Shujuan Hou; Zhetao Dong; Xiaoyao Yang,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,super-resolution,更接近 restoration/enhancement，缺少编辑意图,https://openaccess.thecvf.com/content/CVPR2026/html/Wang_Compressed-Domain-Aware_Online_Video_Super-Resolution_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_Compressed-Domain-Aware_Online_Video_Super-Resolution_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.07694,
3539,2026-06-07,Hear What Matters! Text-conditioned Selective Video-to-Audio Generation,"Junwon Lee, Juhan Nam, Jiyoung Lee",Junwon Lee; Juhan Nam; Jiyoung Lee,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,selective,编辑信号不足，保留为候选审计项,https://openaccess.thecvf.com/content/CVPR2026/html/Lee_Hear_What_Matters_Text-conditioned_Selective_Video-to-Audio_Generation_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Lee_Hear_What_Matters_Text-conditioned_Selective_Video-to-Audio_Generation_CVPR_2026_paper.pdf,https://arxiv.org/abs/2512.02650,
3541,2026-06-07,DRS-GUI: Dynamic Region Search for Training-Free GUI Grounding,"Yichao Liu, Huawen Shen, Liu Yu et al.",Yichao Liu; Huawen Shen; Liu Yu; Shiyu Liu; Zeyu Chen; Yu Zhou,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,region,编辑信号不足，保留为候选审计项,https://openaccess.thecvf.com/content/CVPR2026/html/Liu_DRS-GUI_Dynamic_Region_Search_for_Training-Free_GUI_Grounding_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Liu_DRS-GUI_Dynamic_Region_Search_for_Training-Free_GUI_Grounding_CVPR_2026_paper.pdf,https://arxiv.org/abs/2605.15542,
3544,2026-06-07,SemLayer: Semantic-aware Generative Segmentation and Layer Construction for Abstract Icons,"Haiyang Xu, Ronghuan Wu, Li-Yi Wei et al.",Haiyang Xu; Ronghuan Wu; Li-Yi Wei; Nanxuan Zhao; Chenxi Liu; Cuong Nguyen; Zhuowen Tu; Zhaowen Wang,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,layer; segmentation,关键词出现在分割/检测/跟踪/检索等非编辑任务中,https://openaccess.thecvf.com/content/CVPR2026/html/Xu_SemLayer_Semantic-aware_Generative_Segmentation_and_Layer_Construction_for_Abstract_Icons_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Xu_SemLayer_Semantic-aware_Generative_Segmentation_and_Layer_Construction_for_Abstract_Icons_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.24039,
3545,2026-06-07,Noise-Aware Few-Shot Learning through Bi-directional Multi-View Prompt Alignment,"Lu Niu, Cheng Xue",Lu Niu; Cheng Xue,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,prompt; alignment,编辑信号不足，保留为候选审计项,https://openaccess.thecvf.com/content/CVPR2026/html/Niu_Noise-Aware_Few-Shot_Learning_through_Bi-directional_Multi-View_Prompt_Alignment_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Niu_Noise-Aware_Few-Shot_Learning_through_Bi-directional_Multi-View_Prompt_Alignment_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.11617,
3550,2026-06-07,Accelerating Diffusion-based Video Editing via Heterogeneous Caching: Beyond Full Computing at Sampled Denoising Timestep,"Tianyi Liu, Ye Lu, Linfeng Zhang et al.",Tianyi Liu; Ye Lu; Linfeng Zhang; Chen Cai; Jianjun Gao; Yi Wang; Kim-Hui Yap; Lap-Pui Chau,强相关,include,视频、多视图与3D编辑,Diffusion Model,视频,Deep Read,作为从单图编辑扩展到视频、多视图和3D场景的一致性方向阅读。,把编辑扩展到跨帧、跨视角或三维场景，关键是时空一致性。,CVF metadata title-level triage,video editing; denoising,,https://openaccess.thecvf.com/content/CVPR2026/html/Liu_Accelerating_Diffusion-based_Video_Editing_via_Heterogeneous_Caching_Beyond_Full_Computing_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Liu_Accelerating_Diffusion-based_Video_Editing_via_Heterogeneous_Caching_Beyond_Full_Computing_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.24260,
3553,2026-06-07,Fourier Angle Alignment for Oriented Object Detection in Remote Sensing,"Changyu Gu, Linwei Chen, Lin Gu et al.",Changyu Gu; Linwei Chen; Lin Gu; Ying Fu,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,alignment; detection,关键词出现在分割/检测/跟踪/检索等非编辑任务中,https://openaccess.thecvf.com/content/CVPR2026/html/Gu_Fourier_Angle_Alignment_for_Oriented_Object_Detection_in_Remote_Sensing_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Gu_Fourier_Angle_Alignment_for_Oriented_Object_Detection_in_Remote_Sensing_CVPR_2026_paper.pdf,https://arxiv.org/abs/2602.23790,
3557,2026-06-07,Learning to Control Physically-simulated 3D Characters via Generating and Mimicking 2D Motions,"Jianan Li, Xiao Chen, Tao Huang et al.",Jianan Li; Xiao Chen; Tao Huang; Tien-Tsin Wong,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,control,编辑信号不足，保留为候选审计项,https://openaccess.thecvf.com/content/CVPR2026/html/Li_Learning_to_Control_Physically-simulated_3D_Characters_via_Generating_and_Mimicking_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Li_Learning_to_Control_Physically-simulated_3D_Characters_via_Generating_and_Mimicking_CVPR_2026_paper.pdf,https://arxiv.org/abs/2512.08500,
3565,2026-06-07,InsCal: Calibrated Multi-Source Fully Test-Time Prompt Tuning for Object Detection,"Xiaofan Que, Dingrong Wang, Xumin Liu et al.",Xiaofan Que; Dingrong Wang; Xumin Liu; Qi Yu,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,prompt; detection,关键词出现在分割/检测/跟踪/检索等非编辑任务中,https://openaccess.thecvf.com/content/CVPR2026/html/Que_InsCal_Calibrated_Multi-Source_Fully_Test-Time_Prompt_Tuning_for_Object_Detection_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Que_InsCal_Calibrated_Multi-Source_Fully_Test-Time_Prompt_Tuning_for_Object_Detection_CVPR_2026_paper.pdf,,
3567,2026-06-07,Bidirectional Multimodal Prompt Learning with Scale-Aware Training for Few-Shot Multi-Class Anomaly Detection,"Yujin Lee, Sewon Kim, Daeun Moon et al.",Yujin Lee; Sewon Kim; Daeun Moon; Seoyoon Jang; Hyunsoo Yoon,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,prompt; detection,关键词出现在分割/检测/跟踪/检索等非编辑任务中,https://openaccess.thecvf.com/content/CVPR2026/html/Lee_Bidirectional_Multimodal_Prompt_Learning_with_Scale-Aware_Training_for_Few-Shot_Multi-Class_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Lee_Bidirectional_Multimodal_Prompt_Learning_with_Scale-Aware_Training_for_Few-Shot_Multi-Class_CVPR_2026_paper.pdf,https://arxiv.org/abs/2408.13516,
3588,2026-06-07,"Mask to Align, Weight to Disambiguate: Reliable Unsupervised Cross-Modal Hashing with Masked-Weight Contrast","Fan Yang, Yuanzhi Zhao, Haimei Zhao et al.",Fan Yang; Yuanzhi Zhao; Haimei Zhao; Yudong Zhao; Haikun Xu,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,mask,编辑信号不足，保留为候选审计项,https://openaccess.thecvf.com/content/CVPR2026/html/Yang_Mask_to_Align_Weight_to_Disambiguate_Reliable_Unsupervised_Cross-Modal_Hashing_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Yang_Mask_to_Align_Weight_to_Disambiguate_Reliable_Unsupervised_Cross-Modal_Hashing_CVPR_2026_paper.pdf,,
3590,2026-06-07,Mind the Generative Details: Direct Localized Detail Preference Optimization for Video Diffusion Models,"Zitong Huang, Kaidong Zhang, Yukang Ding et al.",Zitong Huang; Kaidong Zhang; Yukang Ding; Chao Gao; Rui Ding; Ying Chen; Wangmeng Zuo,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,localized,编辑信号不足，保留为候选审计项,https://openaccess.thecvf.com/content/CVPR2026/html/Huang_Mind_the_Generative_Details_Direct_Localized_Detail_Preference_Optimization_for_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Huang_Mind_the_Generative_Details_Direct_Localized_Detail_Preference_Optimization_for_CVPR_2026_paper.pdf,https://arxiv.org/abs/2601.04068,
3591,2026-06-07,Duala: Dual-Level Alignment of Subjects and Stimuli for Cross-Subject fMRI Decoding,"Shumeng Li, Jintao Guo, Jian Zhang et al.",Shumeng Li; Jintao Guo; Jian Zhang; Yulin Zhou; Luyang Cao; Yinghuan Shi,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,alignment,编辑信号不足，保留为候选审计项,https://openaccess.thecvf.com/content/CVPR2026/html/Li_Duala_Dual-Level_Alignment_of_Subjects_and_Stimuli_for_Cross-Subject_fMRI_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Li_Duala_Dual-Level_Alignment_of_Subjects_and_Stimuli_for_Cross-Subject_fMRI_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.07625,
3599,2026-06-07,Texvent: Asynchronous Event Data Simulation via Text Prompt,"Ruofei Wang, Peiqi Duan, Ka Chun Cheung et al.",Ruofei Wang; Peiqi Duan; Ka Chun Cheung; Simon See; Boxin Shi; Renjie Wan,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,prompt,编辑信号不足，保留为候选审计项,https://openaccess.thecvf.com/content/CVPR2026/html/Wang_Texvent_Asynchronous_Event_Data_Simulation_via_Text_Prompt_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_Texvent_Asynchronous_Event_Data_Simulation_via_Text_Prompt_CVPR_2026_paper.pdf,,
3600,2026-06-07,Coupled Diffusion Sampling for Training-Free Multi-View Image Editing,"Hadi Alzayer, Yunzhi Zhang, Chen Geng et al.",Hadi Alzayer; Yunzhi Zhang; Chen Geng; Jia-Bin Huang; Jiajun Wu,强相关,include,视频、多视图与3D编辑,Diffusion Model,3D / 多视图,Deep Read,作为从单图编辑扩展到视频、多视图和3D场景的一致性方向阅读。,把编辑扩展到跨帧、跨视角或三维场景，关键是时空一致性。,CVF metadata title-level triage,image editing; multi-view image editing,,https://openaccess.thecvf.com/content/CVPR2026/html/Alzayer_Coupled_Diffusion_Sampling_for_Training-Free_Multi-View_Image_Editing_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Alzayer_Coupled_Diffusion_Sampling_for_Training-Free_Multi-View_Image_Editing_CVPR_2026_paper.pdf,https://arxiv.org/abs/2510.14981,
3606,2026-06-07,From 2D Alignment to 3D Plausibility: Unifying Heterogeneous 2D Priors and Penetration-Free Diffusion for Occlusion-Robust Two-Hand Reconstruction,"Gaoge Han, Yongkang Cheng, Zhe Chen et al.",Gaoge Han; Yongkang Cheng; Zhe Chen; Shaoli Huang; Tongliang Liu,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,alignment,编辑信号不足，保留为候选审计项,https://openaccess.thecvf.com/content/CVPR2026/html/Han_From_2D_Alignment_to_3D_Plausibility_Unifying_Heterogeneous_2D_Priors_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Han_From_2D_Alignment_to_3D_Plausibility_Unifying_Heterogeneous_2D_Priors_CVPR_2026_paper.pdf,https://arxiv.org/abs/2503.17788,
3608,2026-06-07,FiDeSR: High-Fidelity and Detail-Preserving One-Step Diffusion Super-Resolution,"Aro Kim, Myeongjin Jang, Chaewon Moon et al.",Aro Kim; Myeongjin Jang; Chaewon Moon; Youngjin Shin; Jinwoo Jeong; Sang-hyo Park,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,super-resolution,更接近 restoration/enhancement，缺少编辑意图,https://openaccess.thecvf.com/content/CVPR2026/html/Kim_FiDeSR_High-Fidelity_and_Detail-Preserving_One-Step_Diffusion_Super-Resolution_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Kim_FiDeSR_High-Fidelity_and_Detail-Preserving_One-Step_Diffusion_Super-Resolution_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.02692,
3614,2026-06-07,PhyCo: Learning Controllable Physical Priors for Generative Motion,"Sriram Narayanan, Ziyu Jiang, Srinivasa Narasimhan et al.",Sriram Narayanan; Ziyu Jiang; Srinivasa Narasimhan; Manmohan Chandraker,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,controllable,编辑信号不足，保留为候选审计项,https://openaccess.thecvf.com/content/CVPR2026/html/Narayanan_PhyCo_Learning_Controllable_Physical_Priors_for_Generative_Motion_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Narayanan_PhyCo_Learning_Controllable_Physical_Priors_for_Generative_Motion_CVPR_2026_paper.pdf,https://arxiv.org/abs/2604.28169,
3616,2026-06-07,DCoAR: Deep Concept Injection into Unified Autoregressive Models for Personalized Text-to-Image Generation,"Fangtai Wu, Mushui Liu, Weijie He et al.",Fangtai Wu; Mushui Liu; Weijie He; Zhao Wang; Yunlong Yu,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,personalized,人工排除：更接近图像恢复/颜色校正，不作为编辑论文统计,https://openaccess.thecvf.com/content/CVPR2026/html/Wu_DCoAR_Deep_Concept_Injection_into_Unified_Autoregressive_Models_for_Personalized_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Wu_DCoAR_Deep_Concept_Injection_into_Unified_Autoregressive_Models_for_Personalized_CVPR_2026_paper.pdf,https://arxiv.org/abs/2508.07341,
3622,2026-06-07,Taxonomy-Aware Representation Alignment for Hierarchical Visual Recognition with Large Multimodal Models,"Hulingxiao He, Zhi Tan, Yuxin Peng",Hulingxiao He; Zhi Tan; Yuxin Peng,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,alignment,编辑信号不足，保留为候选审计项,https://openaccess.thecvf.com/content/CVPR2026/html/He_Taxonomy-Aware_Representation_Alignment_for_Hierarchical_Visual_Recognition_with_Large_Multimodal_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/He_Taxonomy-Aware_Representation_Alignment_for_Hierarchical_Visual_Recognition_with_Large_Multimodal_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.00431,
3628,2026-06-07,Edit2Perceive: Image Editing Diffusion Models Are Strong Dense Perceivers,"Yiqing Shi, Yiren Song, Mike Zheng Shou",Yiqing Shi; Yiren Song; Mike Zheng Shou,强相关,include,直接编辑、修补与合成,Diffusion Model,图像,Deep Read,作为图像编辑主线方法精读，重点看编辑保真度、局部不串扰和推理步数。,直接改变图像局部或整体内容，包括指令编辑、修补、合成、属性操控。,CVF metadata title-level triage,image editing,,https://openaccess.thecvf.com/content/CVPR2026/html/Shi_Edit2Perceive_Image_Editing_Diffusion_Models_Are_Strong_Dense_Perceivers_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Shi_Edit2Perceive_Image_Editing_Diffusion_Models_Are_Strong_Dense_Perceivers_CVPR_2026_paper.pdf,https://arxiv.org/abs/2511.18673,
3635,2026-06-07,BiEvLight: Bi-level Learning of Task-Aware Event Refinement for Low-Light Image Enhancement,"Zishu Yao, Xiang-Xiang Su, Shengning Zhou et al.",Zishu Yao; Xiang-Xiang Su; Shengning Zhou; Guang-Yong Chen; Guodong Fan; Xing Chen,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,low-light,更接近 restoration/enhancement，缺少编辑意图,https://openaccess.thecvf.com/content/CVPR2026/html/Yao_BiEvLight_Bi-level_Learning_of_Task-Aware_Event_Refinement_for_Low-Light_Image_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Yao_BiEvLight_Bi-level_Learning_of_Task-Aware_Event_Refinement_for_Low-Light_Image_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.04975,
3637,2026-06-07,RxnCaption: Reformulating Reaction Diagram Parsing as Visual Prompt Guided Captioning,"Jiahe Song, Chuang Wang, Bowen Jiang et al.",Jiahe Song; Chuang Wang; Bowen Jiang; Yinfan Wang; Hao Zheng; Xingjian Wei; Chengjin Liu; Rui Nie; Junyuan Gao; Jiaxing Sun; Yubin Wang; Lijun Wu; Zhenhua Huang; Jiang Wu; Qian Yu; Conghui He,边界相关,exclude,,,,Drop,,,CVF metadata title-level triage,prompt; captioning,关键词出现在分割/检测/跟踪/检索等非编辑任务中,https://openaccess.thecvf.com/content/CVPR2026/html/Song_RxnCaption_Reformulating_Reaction_Diagram_Parsing_as_Visual_Prompt_Guided_Captioning_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Song_RxnCaption_Reformulating_Reaction_Diagram_Parsing_as_Visual_Prompt_Guided_Captioning_CVPR_2026_paper.pdf,https://arxiv.org/abs/2511.02384,
